实体名称,实体类型,制裁项目,依据法规,制裁原因,国家,来源,数据源,同步日期
Himalayan,船只,US-RUSHAR,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=51847,us_ofac_sdn,2026-06-19
Agrogate Holding,组织,US-TERR,制裁,别名: Agrogate Holding Corporation; Agrogate Holdings Inc.; Agrogate Company,sd,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=37487,us_ofac_sdn,2026-06-19
Ghadir Payman Counseling Engineers,组织,US-IRAN,制裁,,ir,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=25894,us_ofac_sdn,2026-06-19
Limited Liability Company RSB-Group,组织,US-RUSHAR,制裁,别名: ООО РСБ-Групп; LLC RSB-Group; Obschestvo s Ogranichennoy Otvetstvennostyu RSB-Grupp,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=37671,us_ofac_sdn,2026-06-19
Organization for Technological Industries,组织,US-NON-PROLIF,制裁,别名: THE ORGANIZATION FOR TECHNICAL INDUSTRIES,sy,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=21424,us_ofac_sdn,2026-06-19
Operadora de Empresas LH S.A. de C.V.,组织,US-TCO,制裁,,mx,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=56331,us_ofac_sdn,2026-06-19
JOINT STOCK COMPANY SANATORIUM MISKHOR,组织,US-UKRRUS-REL,制裁,别名: JSC SANATORIUM MISKHOR,ua; ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=25179,us_ofac_sdn,2026-06-19
"CORPORATIVO COSTA NORTE, S.A. DE C.V.",组织,US-NARCO,制裁,,mx,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=54359,us_ofac_sdn,2026-06-19
Artem Mikhailovich Yamshchikov,个人,US-RUSHAR,制裁,别名: Artem Iamshchikov; Artem Mikhaylovich Yamshchikov,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=51211,us_ofac_sdn,2026-06-19
A.W.A. ENGINEERING LIMITED,组织,US-IRAQ,制裁,,gb,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=8306,us_ofac_sdn,2026-06-19
BANK ROSSIYA,组织,US-UKRRUS-REL,制裁,"别名: AB ROSSIYA, OAO; OTKRYTOE AKTSIONERNOE OBSHCHESTVO AKTSIONERNY BANK ROSSIYA",ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=16681,us_ofac_sdn,2026-06-19
Jaime Augusto Barrientos Camaz,个人,US-NARCO,制裁,,gt,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=57348,us_ofac_sdn,2026-06-19
Alexander Vyacheslavovich Mozhaev,个人,US-CYB,制裁,,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=44911,us_ofac_sdn,2026-06-19
ООО ТРЕЙД-ИНВЕСТ,组织,US-CYB,制裁,别名: OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU Treid-Invest,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=26674,us_ofac_sdn,2026-06-19
Muhammad al-Hindi,个人,US-TERR,制裁,别名: Muhammad Sa'id Muhammad Yusuf al-Hindi,ps; sy,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=27311,us_ofac_sdn,2026-06-19
"Open Joint Stock Company ""Kontsern Izhmash""",组织,US-UKRRUS-REL,制裁,别名: OJSC Kontsern Izhmash,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18318,us_ofac_sdn,2026-06-19
TING SHING TAI JEWELLERY (HK) CO. LIMITED,组织,US-NARCO,制裁,别名: PO YING JEWELLERY (HK) CO. LIMITED,hk,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=11297,us_ofac_sdn,2026-06-19
Limited Liability Company Prospekt,组织,US-RUSHAR,制裁,,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=46047,us_ofac_sdn,2026-06-19
SARDASHT,船只,US-IRAN,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=15078,us_ofac_sdn,2026-06-19
Hozaifa Javed Khanani,个人,US-TCO,制裁,别名: Huzaifa Jawed Khanani,pk,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=19970,us_ofac_sdn,2026-06-19
VASLATI,船只,US-IRAN,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=57669,us_ofac_sdn,2026-06-19
COMPANIA MINERA DEL RIO CIANURY S.A. DE C.V.,组织,US-NARCO,制裁,,mx,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=11007,us_ofac_sdn,2026-06-19
محمد رضائي,个人,US-NON-PROLIF,制裁,别名: Mohammad Ahmad Rezai; Mohammad Rezaei,ir,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=54158,us_ofac_sdn,2026-06-19
GRAZHDANSKIE PRIPASY,组织,US-RUSHAR,制裁,,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=47649,us_ofac_sdn,2026-06-19
Amir Hossein Nikaeen Ravari,个人,US-CYB,制裁,别名: Amir Hossein Nickaein Ravari; Amir Hosein Nika'in,ir,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=38420,us_ofac_sdn,2026-06-19
Francisco FAVELA LOPEZ,个人,US-NARCO,制裁,,mx,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=54667,us_ofac_sdn,2026-06-19
Maxamed Dauud Gabaane,个人,US-TERR,制裁,别名: Maxamed Daud Qaawane,so,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=43087,us_ofac_sdn,2026-06-19
BEHINEH TRADING,组织,US-TERR,制裁,,ir,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=13110,us_ofac_sdn,2026-06-19
Nirvana,船只,US-RUSHAR,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=38245,us_ofac_sdn,2026-06-19
Ahmad Alkhald,个人,US-TERR,制裁,别名: Mohammed Nawar Mohammed Alqadhi; Yassine Noure,sy,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=22824,us_ofac_sdn,2026-06-19
BERING,船只,US-RUSHAR,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=48888,us_ofac_sdn,2026-06-19
Mikel OTEGUI UNANUE,个人,US-TERR,制裁,,es,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=7194,us_ofac_sdn,2026-06-19
Hachim K. ATIA,个人,US-IRAQ,制裁,,gb; iq,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=8350,us_ofac_sdn,2026-06-19
SMP Severodvinsk,船只,US-RUSHAR,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=37056,us_ofac_sdn,2026-06-19
Alireza Shafiian Azarkhavarani,个人,US-IRAN,制裁,别名: Ali Reza Shafiian Azarkhavarani; Alireza Shafian Azarkhavarani; Alireza Shafiyan Azarkhavarani,ir,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=55286,us_ofac_sdn,2026-06-19
PUBLIC JOINT STOCK COMPANY SCIENTIFIC PRODUCTION ASSOCIATION STRELA,组织,US-RUSHAR,制裁,别名: PJSC SPA Strela; Publichnoe Aktsionernoe Obshchestvo Nauchno Proizvodstvennoe Obedinenie Strela; PJSC Research and Production Association Strela,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=49385,us_ofac_sdn,2026-06-19
조선승리산무역회사,组织,US-NON-PROLIF,制裁,别名: Korea Sungrisan Trading Corporation,kp,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=36297,us_ofac_sdn,2026-06-19
LEADER (HONG KONG) INTERNATIONAL TRADING LIMITED,组织,US-NON-PROLIF,制裁,别名: LEADER INTERNATIONAL TRADING LIMITED,hk,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=15616,us_ofac_sdn,2026-06-19
中国电子进出口总公司,组织,US-VEN,制裁,别名: China National Electronic Import-Export Company; China National Electronics Import and Export Corporation,ve; cn,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=30502,us_ofac_sdn,2026-06-19
SOVCOMBANK OPEN JOINT STOCK COMPANY,组织,US-RUSHAR,制裁,别名: Sovcombank OJSC,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=34737,us_ofac_sdn,2026-06-19
BASHT,船只,US-IRAN,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=25301,us_ofac_sdn,2026-06-19
Bois Rouge SARLU,组织,US-RUSHAR,制裁,别名: Wood International Group SARLU,cf,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=45088,us_ofac_sdn,2026-06-19
Al-Massal Land Travel and Tourism Company,组织,US-TERR,制裁,别名: Ard al-Musal Company for Tourism and Travel LLC,iq,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=47180,us_ofac_sdn,2026-06-19
JIANGSU CATOFISH GENERAL ELECTRIC CO LTD,组织,US-RUSHAR,制裁,别名: Jiangsu Maohuanyu Common Electric Co Ltd,cn,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=51237,us_ofac_sdn,2026-06-19
Olga G. STEPANOVA,个人,US-MAGNITSKY,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=15895,us_ofac_sdn,2026-06-19
Nix Energy Limited,组织,US-IRAN,制裁,,hk; cn,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=57180,us_ofac_sdn,2026-06-19
Mehdi Ghaffari,个人,US-IRAN,制裁,,ir,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=56676,us_ofac_sdn,2026-06-19
Derecttor Company Limited,组织,US-IRAN,制裁,"别名: Derecttor Co., Limited; Derecttor Co Ltd",hk; cn,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=51029,us_ofac_sdn,2026-06-19
OOO LOGFORTRA,组织,US-RUSHAR,制裁,,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=47624,us_ofac_sdn,2026-06-19
Sanaullah Ghafari,个人,US-TERR,制裁,别名: Shahab al-Muhajir,af,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=33941,us_ofac_sdn,2026-06-19
نيوتن تريدينغ م م ح,组织,US-IRAN,制裁,,ae,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=39781,us_ofac_sdn,2026-06-19
AREZOO,船只,US-IRAN,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=25364,us_ofac_sdn,2026-06-19
Engineering Center of Innovative Technologies,组织,US-RUSHAR,制裁,别名: Tsentr Innovatsionnykh Tekhnologii i Inzhiniringa; Aktsionernoe Obshchestvo Nauchno Proizvodstvennoe Obyedinenie Razvite Innovatsionnykh Tekhnologii,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=49277,us_ofac_sdn,2026-06-19
BICENTENARIO I,船只,US-VEN,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=26659,us_ofac_sdn,2026-06-19
POLA GALI,船只,US-RUSHAR,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=41094,us_ofac_sdn,2026-06-19
Luis Alberto SAAB MORAN,个人,US-VEN,制裁,,co; it,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=27242,us_ofac_sdn,2026-06-19
حسین مدرس خیابانی,个人,US-IRAN,制裁,,ir,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=39616,us_ofac_sdn,2026-06-19
TRANS NOVE OOD,组织,US-GLOMAG,制裁,,bg,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=32034,us_ofac_sdn,2026-06-19
GARAC INZENJERING OOD,组织,US-GLOMAG,制裁,,bg,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=33989,us_ofac_sdn,2026-06-19
Акционерное Общество Новый Холдинг 2,组织,US-RUSHAR,制裁,,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=45968,us_ofac_sdn,2026-06-19
Pacific Charm Holdings Investment Limited,组织,US-TCO,制裁,,kh; vg,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=55546,us_ofac_sdn,2026-06-19
Jorge Alirio DUQUE BOTERO,个人,US-NARCO,制裁,,co,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=6831,us_ofac_sdn,2026-06-19
Baltiyskaya Promishlennaya Kompaniya,组织,US-RUSHAR,制裁,别名: AO Baltiiskaya Promyshlennaya Kompaniya,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=45698,us_ofac_sdn,2026-06-19
Miguel Angel CARO QUINTERO,个人,US-NARCO,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=6858,us_ofac_sdn,2026-06-19
Mordovia Radio Electronic Company,组织,US-RUSHAR,制裁,别名: Joint Stock Company Mordov Radioelectronic Company,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=46696,us_ofac_sdn,2026-06-19
Общество С Ограниченной Ответственностью ТК Элемент,组织,US-RUSHAR,制裁,,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=50012,us_ofac_sdn,2026-06-19
Nava Hobbies Sdn Bhd,组织,US-IRAN,制裁,,my,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=46922,us_ofac_sdn,2026-06-19
AUTO EXPRESS DORADOS S.A. DE C.V.,组织,US-NARCO,制裁,,mx,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=9408,us_ofac_sdn,2026-06-19
Luis Alonso VALLE VALLE,个人,US-NARCO,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=16625,us_ofac_sdn,2026-06-19
Sam Jong 2,船只,US-NK,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=23734,us_ofac_sdn,2026-06-19
LLANOTOUR LTDA.,组织,US-NARCO,制裁,别名: HOSTERIA LLANOGRANDE,co,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=11480,us_ofac_sdn,2026-06-19
RA Havacilik Lojistik Ve Tasimacilik Ticaret Limited,组织,US-IRAN,制裁,,tr,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=24524,us_ofac_sdn,2026-06-19
Limited Liability Company Krokus Nanoelektronika,组织,US-RUSHAR,制裁,别名: Crocus Nanoelectronics,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=39164,us_ofac_sdn,2026-06-19
ARVAND PETROCHEMICAL COMPANY,组织,US-NON-PROLIF,制裁,,ir,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=26818,us_ofac_sdn,2026-06-19
Norris NEMBHARD,个人,US-NARCO,制裁,别名: Norris NEMHARD,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=8239,us_ofac_sdn,2026-06-19
JOINT STOCK COMPANY ALL-RUSSIAN SCIENTIFIC RESEARCH DESIGN AND TECHNOLOGICAL INSTITUTE OF RELAY ENGINEERING WITH EXPERIMENTAL PRODUCTION,组织,US-RUSHAR,制裁,,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=45255,us_ofac_sdn,2026-06-19
EP-MNJ,Airplane,US-TERR,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=15441,us_ofac_sdn,2026-06-19
زكي عبدالله إبراهيم عرعراوي,个人,US-TERR,制裁,别名: Zaki Abdallah Ibrahim Ararawi,jo; tr,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=53919,us_ofac_sdn,2026-06-19
Zakrytoe Aktsionernoe Obshchestvo Instrument,组织,US-RUSHAR,制裁,,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=45788,us_ofac_sdn,2026-06-19
Zedxion Exchange Ltd,组织,US-IRAN,制裁,别名: Zedxion Limited,gb,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=56867,us_ofac_sdn,2026-06-19
Obshchestvo S Ogranichennoi Otvetstvennostyu A1,组织,US-RUSHAR,制裁,别名: Limited Liability Company A1,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=45033,us_ofac_sdn,2026-06-19
Beijing Jiahehengde Technology Company Limited,组织,US-RUSHAR,制裁,别名: Jiahehengde Technology Company Limited; Jiahe Hengde Technology Company,cn,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=45891,us_ofac_sdn,2026-06-19
Bentley,船只,US-IRAN,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=57440,us_ofac_sdn,2026-06-19
CONSTELLATION MARITIME SERVICES LIMITED,组织,US-IRAN,制裁,,lr,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=51391,us_ofac_sdn,2026-06-19
FU YUAN YU 8688,船只,US-GLOMAG,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=33826,us_ofac_sdn,2026-06-19
Red Sea Trading Corporation,组织,US-ETHIOPIA,制裁,,ae; er,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=33918,us_ofac_sdn,2026-06-19
LIMITED LIABILITY COMPANY ITA TECHNOLOGY,组织,US-RUSHAR,制裁,,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=52215,us_ofac_sdn,2026-06-19
OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU DOLGOVOI TSENTR,组织,US-RUSHAR,制裁,"别名: ООО Долговой Центр; Dolgovoi Tsentr, OOO",ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=40214,us_ofac_sdn,2026-06-19
SPI International,组织,US-IRAN,制裁,别名: SPI International Proprietary; SPI International Proprietary Branch of a Foreign Company; اس پی آی انترنشنل پروپرتیری,hk; ir; za,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=28645,us_ofac_sdn,2026-06-19
Tawafuk Ltd,组织,US-TERR,制裁,别名: Tawafuk; Tawafuk LLC,sy,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=27331,us_ofac_sdn,2026-06-19
Mum,船只,US-RUSHAR,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=51924,us_ofac_sdn,2026-06-19
Viachaslau Yevgenyevich Rassalai,个人,US-BRUS,制裁,别名: Вячеслав Евгеньевич Россолай; Vyacheslav Evgenyevich Rossolay; Viachaslau Rassalai,by,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=34780,us_ofac_sdn,2026-06-19
"INVERSIONES PMA 243, C.A.",组织,US-NARCO,制裁,,ve,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=23890,us_ofac_sdn,2026-06-19
LIMITED LIABILITY COMPANY TORGOVYY DOM VOLFRAM MOLIBDEN,组织,US-RUSHAR,制裁,,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=52585,us_ofac_sdn,2026-06-19
Than Oo,个人,US-GLOMAG,制裁,,mm,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=27223,us_ofac_sdn,2026-06-19
Hatem Hamdan AL-AZAWI,个人,US-IRAQ,制裁,,iq,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=10377,us_ofac_sdn,2026-06-19
JOINT STOCK COMPANY SCIENTIFIC PRODUCTION ENTERPRISE RESEARCH AND DESIGN INSTITUTE OF WELL LOGGING,组织,US-RUSHAR,制裁,别名: Joint Stock Company NPP VNIIGIS,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=44091,us_ofac_sdn,2026-06-19
Talassa Shipping DMCC,组织,US-RUSHAR,制裁,,ae,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=47229,us_ofac_sdn,2026-06-19
Rafael Antonio Ortega Murillo,个人,US-NICARAGUA,制裁,,ni,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=28006,us_ofac_sdn,2026-06-19
Corporación ACS Trading S.A.S.,组织,US-VEN,制裁,,co,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=27249,us_ofac_sdn,2026-06-19
Evrofinance Mosnarbank,组织,US-VEN,制裁,别名: Bank Evrofinance,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=26503,us_ofac_sdn,2026-06-19
Samojko DJORDA,个人,US-BALKANS,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=8113,us_ofac_sdn,2026-06-19
TOSEE EQTESAD AYANDEHSAZAN COMPANY,组织,US-IRAN,制裁,别名: TOSEE EGHTESAD AYANDEHSAZAN COMPANY; TEACO,ir,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=16005,us_ofac_sdn,2026-06-19
Roodi SLEWA,个人,US-IRAQ,制裁,别名: Rudi Untaywan SLAY WAH; Rudi SALIWA; Rudi SLAIWAH,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=8231,us_ofac_sdn,2026-06-19
BOSANSKA IDEALNA FUTURA,组织,US-TERR,制裁,别名: BIF-BOSNIA; BENEVOLENCE EDUCATIONAL CENTER; BOSNIAN IDEAL FUTURE,ba,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=7323,us_ofac_sdn,2026-06-19
Limited Liability Company Iksora,组织,US-RUSHAR,制裁,别名: Iksora OOO,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=43247,us_ofac_sdn,2026-06-19
Ylli Bahri Ndroqi,个人,US-BALKANS,制裁,别名: Xhemal Pasmaciu; Xhemail Pasmaciu,al,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=35961,us_ofac_sdn,2026-06-19
Additional Liability Company Belneftegaz,组织,US-BRUS,制裁,别名: Белнефтегаз; Belneftegaz; ODO Belneftegaz,by,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=32734,us_ofac_sdn,2026-06-19
Pegasus,船只,US-RUSHAR,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=51732,us_ofac_sdn,2026-06-19
VNIIZARUBEZHGEOLOGIYA VZG OAO,组织,US-RUSHAR,制裁,别名: Vniizarubezhgeologiya AO; Всероссийский Научно Исследовательский Институт Геологии Зарубежных Стран ОАО; Vserossiiskii Nauchno Issledovatelskii Institut Geologii Zarubezhnykh Stran OAO,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=47935,us_ofac_sdn,2026-06-19
Othman El Ballouti,个人,US-NARCO,制裁,,be; ae,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=43356,us_ofac_sdn,2026-06-19
"COMERCIALIZADORA Y ARRENDADORA DE MEXICO, S.A. DE C.V.",组织,US-NARCO,制裁,,mx,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=57224,us_ofac_sdn,2026-06-19
MISTRAL 1,船只,US-RUSHAR,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=52379,us_ofac_sdn,2026-06-19
Li Bai,船只,US-RUSHAR,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=51879,us_ofac_sdn,2026-06-19
Resit Tavan,个人,US-IRAN,制裁,别名: Reshit Tavan,tr,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=22696,us_ofac_sdn,2026-06-19
KASSIA,船只,US-IRAN,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=56550,us_ofac_sdn,2026-06-19
Aktsionernoe Obshchestvo Torgovyi Dom Proton-Elektroteks,组织,US-RUSHAR,制裁,别名: Trading House Proton-Electrotex; AO TD Proton-Elektroteks,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=41965,us_ofac_sdn,2026-06-19
Сохраб Гайрат,个人,US-TERR,制裁,,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=53337,us_ofac_sdn,2026-06-19
ООО Паскаль,组织,US-RUSHAR,制裁,别名: Paskal LLC,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=34673,us_ofac_sdn,2026-06-19
Gurhan Aydin,个人,US-RUSHAR,制裁,,tr,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=51045,us_ofac_sdn,2026-06-19
Shahid Avini Group,组织,US-IRAN,制裁,,ir,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=26575,us_ofac_sdn,2026-06-19
SHUEN WAI HOLDING LIMITED,组织,US-NARCO,制裁,,hk,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=11298,us_ofac_sdn,2026-06-19
AO 'INSTITUTE GIPROSTROYMOST-SAINT-PETERSBURG',组织,US-UKRRUS-REL,制裁,别名: JSC 'Institute Giprostroymost-Saint-Petersburg'; JSC 'Institute Giprostroymost-Sankt-Peterburg'; AO 'Institute Giprostroymost-Sankt-Peterburg',ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=20285,us_ofac_sdn,2026-06-19
Abdulhamid Celik,个人,US-IRAN,制裁,别名: Abdulhamit Celik; Abdulhamit Chelik,tr,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=36031,us_ofac_sdn,2026-06-19
Ricardo Hernandez Medrano,个人,US-NARCO,制裁,,mx,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=54504,us_ofac_sdn,2026-06-19
AMROGGANG DEVELOPMENT BANK,组织,US-NON-PROLIF,制裁,别名: AMNOKKANG DEVELOPMENT BANK,kp,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=11647,us_ofac_sdn,2026-06-19
Valetudo Limited,组织,US-RUSHAR,制裁,,hk; cn,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=49457,us_ofac_sdn,2026-06-19
L-409,船只,US-VEN,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=26628,us_ofac_sdn,2026-06-19
Joint Stock Company Voentorg,组织,US-RUSHAR,制裁,别名: Aktsionernoe Obshchestvo Voentorg,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=52626,us_ofac_sdn,2026-06-19
Gruppa Kompanii Astrokupol,组织,US-RUSHAR,制裁,,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=49251,us_ofac_sdn,2026-06-19
Sergei Vyacheslavovich Makarov,个人,US-RUSHAR,制裁,别名: Sergei Makarov,ru; at,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=48766,us_ofac_sdn,2026-06-19
حبيب حسن مغامس دراجي,个人,US-TERR,制裁,别名: Habeeb Hasan Mghames Darraji,ir; iq,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=46075,us_ofac_sdn,2026-06-19
Milad JAFARI,个人,US-NON-PROLIF,制裁,,ir,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=12555,us_ofac_sdn,2026-06-19
DARYA SHIPPING PRIVATE LIMITED,组织,US-IRAN,制裁,别名: DARYA SHIPPING PVT LTD,in,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=56603,us_ofac_sdn,2026-06-19
IDA ASANSOR SANAYII VE TICARET LIMITED SIRKETI,组织,US-RUSHAR,制裁,别名: Ida Asansor San Ve Tic Ltd; Ida Elevator Industry and Trade Limited Company,tr,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=48801,us_ofac_sdn,2026-06-19
STROYTRANSGAZ GROUP,组织,US-UKRRUS-REL,制裁,别名: STROYTRANSGAZ; OAO STROYTRANSGAZ,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=16832,us_ofac_sdn,2026-06-19
Hossein Shamsabadi,个人,US-NON-PROLIF,制裁,别名: Hosein Shamsabadi,ir,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=40737,us_ofac_sdn,2026-06-19
Gazpromneft Science and Technology Centre Limited Liability Company,组织,US-RUSHAR,制裁,别名: Gazpromneft STC LLC; Gazpromneft NTC,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=45589,us_ofac_sdn,2026-06-19
YUESEM MARKIROVKA OOO,组织,US-RUSHAR,制裁,别名: Yuesem Markirovka Limited Liability Company,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=42021,us_ofac_sdn,2026-06-19
PZNFR Trading Limited,组织,US-IRAN,制裁,别名: PZNFR Trading SDN BHD,hk; my; cn,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=38357,us_ofac_sdn,2026-06-19
